04/07/2024 12:08:20, Voltage = 0.2072356, Wetness = 0, state = Dry, Temperature = 36.54279, Evaporation = 1.009302, Frequency = 30048
04/07/2024 14:19:17, Voltage = 0.02259116, Wetness = 0, state = Dry, Temperature = 40.17188, Evaporation = 0.9209796, Frequency = 0
04/07/2024 14:19:18, Voltage = 0.02180966, Wetness = 0, state = Dry, Temperature = 40.27484, Evaporation = 0.9076859, Frequency = 0
04/07/2024 14:19:19, Voltage = 0.02311485, Wetness = 0, state = Dry, Temperature = 39.83771, Evaporation = 0.9211307, Frequency = 0
04/07/2024 14:19:20, Voltage = 0.02201913, Wetness = 0, state = Dry, Temperature = 40.23315, Evaporation = 0.9265186, Frequency = 0
04/07/2024 14:19:21, Voltage = 0.02247837, Wetness = 0, state = Dry, Temperature = 40.5979, Evaporation = 0.9181598, Frequency = 0
04/07/2024 14:19:22, Voltage = 0.02268785, Wetness = 0, state = Dry, Temperature = 39.77649, Evaporation = 0.9200229, Frequency = 0
04/07/2024 14:19:23, Voltage = 0.02387219, Wetness = 0, state = Dry, Temperature = 40.02429, Evaporation = 0.9169513, Frequency = 0
04/07/2024 14:19:24, Voltage = 0.02226084, Wetness = 0, state = Dry, Temperature = 39.65656, Evaporation = 0.9214328, Frequency = 0
04/07/2024 14:19:25, Voltage = 0.02290538, Wetness = 0, state = Dry, Temperature = 39.72076, Evaporation = 0.9211307, Frequency = 0
04/07/2024 14:19:27, Voltage = 0.02219638, Wetness = 0, state = Dry, Temperature = 39.88226, Evaporation = 0.9228428, Frequency = 0
04/07/2024 14:19:28, Voltage = 0.02193856, Wetness = 0, state = Dry, Temperature = 40.10504, Evaporation = 0.9219363, Frequency = 0
04/07/2024 14:19:29, Voltage = 0.02271202, Wetness = 0, state = Dry, Temperature = 39.79871, Evaporation = 0.9180591, Frequency = 0
04/07/2024 14:19:30, Voltage = 0.02272813, Wetness = 0, state = Dry, Temperature = 40.26929, Evaporation = 0.9202243, Frequency = 0
04/07/2024 14:19:31, Voltage = 0.02325988, Wetness = 0, state = Dry, Temperature = 40.61188, Evaporation = 0.9207278, Frequency = 0
04/07/2024 14:19:32, Voltage = 0.02294566, Wetness = 0, state = Dry, Temperature = 40.1886, Evaporation = 0.9215335, Frequency = 0
04/07/2024 14:19:33, Voltage = 0.02303429, Wetness = 0, state = Dry, Temperature = 39.87946, Evaporation = 1.093445, Frequency = 0
04/07/2024 14:19:34, Voltage = 0.02336461, Wetness = 0, state = Dry, Temperature = 39.95746, Evaporation = 0.8982193, Frequency = 0
04/07/2024 14:19:35, Voltage = 0.02181772, Wetness = 0, state = Dry, Temperature = 40.01581, Evaporation = 0.9184115, Frequency = 0
04/07/2024 14:19:36, Voltage = 0.02288121, Wetness = 0, state = Dry, Temperature = 40.22479, Evaporation = 0.923447, Frequency = 0
04/07/2024 14:19:37, Voltage = 0.02210776, Wetness = 0, state = Dry, Temperature = 39.63446, Evaporation = 0.9210299, Frequency = 0
04/07/2024 14:19:38, Voltage = 0.0217452, Wetness = 0, state = Dry, Temperature = 39.77649, Evaporation = 0.9214328, Frequency = 0
04/07/2024 14:19:39, Voltage = 0.02232529, Wetness = 0, state = Dry, Temperature = 39.94629, Evaporation = 0.9219363, Frequency = 0
04/07/2024 14:19:41, Voltage = 0.02321959, Wetness = 0, state = Dry, Temperature = 39.8739, Evaporation = 0.91962, Frequency = 0
04/07/2024 14:19:42, Voltage = 0.02197079, Wetness = 0, state = Dry, Temperature = 40.11621, Evaporation = 0.947718, Frequency = 0
04/07/2024 14:19:43, Voltage = 0.02325182, Wetness = 0, state = Dry, Temperature = 40.19965, Evaporation = 0.9208286, Frequency = 0
04/07/2024 14:19:44, Voltage = 0.02153573, Wetness = 0, state = Dry, Temperature = 39.89063, Evaporation = 0.9180087, Frequency = 0
04/07/2024 14:19:45, Voltage = 0.02250254, Wetness = 0, state = Dry, Temperature = 39.9491, Evaporation = 0.9262165, Frequency = 0
04/07/2024 14:19:46, Voltage = 0.02302623, Wetness = 0, state = Dry, Temperature = 40.0271, Evaporation = 0.9200732, Frequency = 0
04/07/2024 14:19:47, Voltage = 0.02255088, Wetness = 0, state = Dry, Temperature = 40.24152, Evaporation = 0.9211307, Frequency = 0
04/07/2024 14:19:48, Voltage = 0.02224472, Wetness = 0, state = Dry, Temperature = 39.89899, Evaporation = 0.9212817, Frequency = 0
04/07/2024 14:19:49, Voltage = 0.02280064, Wetness = 0, state = Dry, Temperature = 39.80151, Evaporation = 0.9467612, Frequency = 0
04/07/2024 14:19:50, Voltage = 0.02290538, Wetness = 0, state = Dry, Temperature = 40.69531, Evaporation = 0.9232456, Frequency = 0
04/07/2024 14:19:51, Voltage = 0.02331627, Wetness = 0, state = Dry, Temperature = 39.9881, Evaporation = 0.9228428, Frequency = 0
04/07/2024 14:19:52, Voltage = 0.02243003, Wetness = 0, state = Dry, Temperature = 39.93237, Evaporation = 0.9187137, Frequency = 0
04/07/2024 14:19:53, Voltage = 0.02145516, Wetness = 0, state = Dry, Temperature = 40.12177, Evaporation = 0.9217853, Frequency = 0
04/07/2024 14:19:54, Voltage = 0.02180966, Wetness = 0, state = Dry, Temperature = 39.83771, Evaporation = 0.9250584, Frequency = 0
04/07/2024 14:19:56, Voltage = 0.02259922, Wetness = 0, state = Dry, Temperature = 40.0744, Evaporation = 0.9250584, Frequency = 0
04/07/2024 14:19:57, Voltage = 0.02240586, Wetness = 0, state = Dry, Temperature = 40.2832, Evaporation = 0.8997803, Frequency = 0
04/07/2024 14:19:58, Voltage = 0.0224542, Wetness = 0, state = Dry, Temperature = 39.7486, Evaporation = 0.9232959, Frequency = 0
04/07/2024 14:19:59, Voltage = 0.02218833, Wetness = 0, state = Dry, Temperature = 40.22198, Evaporation = 0.9194186, Frequency = 0
04/07/2024 14:20:00, Voltage = 0.02197885, Wetness = 0, state = Dry, Temperature = 39.91016, Evaporation = 0.9192676, Frequency = 0
04/07/2024 14:20:01, Voltage = 0.02226084, Wetness = 0, state = Dry, Temperature = 40.62848, Evaporation = 0.467837, Frequency = 0
04/07/2024 14:20:02, Voltage = 0.02205136, Wetness = 0, state = Dry, Temperature = 39.79871, Evaporation = 0.9258137, Frequency = 0
04/07/2024 14:20:03, Voltage = 0.02160018, Wetness = 0, state = Dry, Temperature = 40.20801, Evaporation = 0.9216846, Frequency = 0
04/07/2024 14:20:04, Voltage = 0.02333239, Wetness = 0, state = Dry, Temperature = 39.97418, Evaporation = 0.9176561, Frequency = 0
04/07/2024 14:20:05, Voltage = 0.02252671, Wetness = 0, state = Dry, Temperature = 40.05493, Evaporation = 0.9230441, Frequency = 0
04/07/2024 14:20:06, Voltage = 0.02224472, Wetness = 0, state = Dry, Temperature = 40.01038, Evaporation = 0.917203, Frequency = 0
04/07/2024 14:20:07, Voltage = 0.02210776, Wetness = 0, state = Dry, Temperature = 40.03821, Evaporation = 0.9155916, Frequency = 0
04/07/2024 14:20:08, Voltage = 0.02167269, Wetness = 0, state = Dry, Temperature = 40.23035, Evaporation = 0.9054704, Frequency = 0
04/07/2024 14:20:10, Voltage = 0.02259922, Wetness = 0, state = Dry, Temperature = 39.9964, Evaporation = 0.9190158, Frequency = 0
04/07/2024 14:20:11, Voltage = 0.02276841, Wetness = 0, state = Dry, Temperature = 39.87109, Evaporation = 0.9473151, Frequency = 0
04/07/2024 14:20:12, Voltage = 0.0230504, Wetness = 0, state = Dry, Temperature = 40.29156, Evaporation = 0.9195193, Frequency = 0
04/07/2024 14:20:13, Voltage = 0.02151962, Wetness = 0, state = Dry, Temperature = 40.21362, Evaporation = 0.9340216, Frequency = 0
04/07/2024 14:20:14, Voltage = 0.02207553, Wetness = 0, state = Dry, Temperature = 40.1496, Evaporation = 0.9228428, Frequency = 0
04/07/2024 14:20:15, Voltage = 0.02184994, Wetness = 0, state = Dry, Temperature = 40.03821, Evaporation = 0.9192676, Frequency = 0
04/07/2024 14:20:16, Voltage = 0.02264756, Wetness = 0, state = Dry, Temperature = 40.20245, Evaporation = 0.9270725, Frequency = 0
04/07/2024 14:20:17, Voltage = 0.02249448, Wetness = 0, state = Dry, Temperature = 39.95465, Evaporation = 0.9431357, Frequency = 0
04/07/2024 14:20:18, Voltage = 0.02210776, Wetness = 0, state = Dry, Temperature = 40.28046, Evaporation = 0.9185626, Frequency = 0
04/07/2024 14:20:19, Voltage = 0.02303429, Wetness = 0, state = Dry, Temperature = 40.1496, Evaporation = 0.916196, Frequency = 0
04/07/2024 14:20:20, Voltage = 0.02228501, Wetness = 0, state = Dry, Temperature = 40.44757, Evaporation = 0.914786, Frequency = 0
04/07/2024 14:20:21, Voltage = 0.02284898, Wetness = 0, state = Dry, Temperature = 40.32227, Evaporation = 0.9232959, Frequency = 0
04/07/2024 14:20:22, Voltage = 0.02226084, Wetness = 0, state = Dry, Temperature = 40.16071, Evaporation = 0.9166995, Frequency = 0
04/07/2024 14:20:23, Voltage = 0.02244614, Wetness = 0, state = Dry, Temperature = 40.53113, Evaporation = 0.9205769, Frequency = 0
04/07/2024 14:20:25, Voltage = 0.02179354, Wetness = 0, state = Dry, Temperature = 40.35004, Evaporation = 0.9505379, Frequency = 0
04/07/2024 14:20:26, Voltage = 0.02243003, Wetness = 0, state = Dry, Temperature = 39.83215, Evaporation = 0.9247562, Frequency = 0
04/07/2024 14:20:27, Voltage = 0.02298595, Wetness = 0, state = Dry, Temperature = 39.99084, Evaporation = 0.9197711, Frequency = 0
04/07/2024 14:20:28, Voltage = 0.02180966, Wetness = 0, state = Dry, Temperature = 40.53387, Evaporation = 0.9166995, Frequency = 0
04/07/2024 14:20:29, Voltage = 0.02265562, Wetness = 0, state = Dry, Temperature = 40.06879, Evaporation = 0.9223392, Frequency = 0
04/07/2024 14:20:30, Voltage = 0.02246226, Wetness = 0, state = Dry, Temperature = 40.52551, Evaporation = 0.9192172, Frequency = 0
04/07/2024 14:20:31, Voltage = 0.02253477, Wetness = 0, state = Dry, Temperature = 40.29999, Evaporation = 0.9190158, Frequency = 0
04/07/2024 14:20:32, Voltage = 0.02271202, Wetness = 0, state = Dry, Temperature = 40.1886, Evaporation = 0.920325, Frequency = 0
04/07/2024 14:20:33, Voltage = 0.02281675, Wetness = 0, state = Dry, Temperature = 40.17188, Evaporation = 0.9184619, Frequency = 0
04/07/2024 14:20:34, Voltage = 0.02297789, Wetness = 0, state = Dry, Temperature = 40.47815, Evaporation = 0.922037, Frequency = 0
04/07/2024 14:20:35, Voltage = 0.02237363, Wetness = 0, state = Dry, Temperature = 40.44476, Evaporation = 0.9336186, Frequency = 0
04/07/2024 14:20:36, Voltage = 0.02248643, Wetness = 0, state = Dry, Temperature = 40.45313, Evaporation = 0.8220325, Frequency = 0
04/07/2024 14:20:37, Voltage = 0.02205942, Wetness = 0, state = Dry, Temperature = 40.64246, Evaporation = 0.9202243, Frequency = 0
04/07/2024 14:20:39, Voltage = 0.02244614, Wetness = 0, state = Dry, Temperature = 40.76776, Evaporation = 0.9218357, Frequency = 0
04/07/2024 14:20:40, Voltage = 0.02230112, Wetness = 0, state = Dry, Temperature = 40.16913, Evaporation = 0.9231449, Frequency = 0
04/07/2024 14:20:41, Voltage = 0.02282481, Wetness = 0, state = Dry, Temperature = 40.62012, Evaporation = 0.9229939, Frequency = 0
04/07/2024 14:20:42, Voltage = 0.02251865, Wetness = 0, state = Dry, Temperature = 40.2666, Evaporation = 0.9464088, Frequency = 0
04/07/2024 14:20:43, Voltage = 0.02316319, Wetness = 0, state = Dry, Temperature = 40.3139, Evaporation = 0.9191165, Frequency = 0
04/07/2024 14:20:44, Voltage = 0.02263145, Wetness = 0, state = Dry, Temperature = 40.36121, Evaporation = 0.8984207, Frequency = 0
04/07/2024 14:20:45, Voltage = 0.02263951, Wetness = 0, state = Dry, Temperature = 40.58954, Evaporation = 0.9202243, Frequency = 0
04/07/2024 14:20:46, Voltage = 0.02294566, Wetness = 0, state = Dry, Temperature = 40.36121, Evaporation = 0.9140306, Frequency = 0
04/07/2024 14:20:47, Voltage = 0.02254282, Wetness = 0, state = Dry, Temperature = 40.52832, Evaporation = 0.9188647, Frequency = 0
04/07/2024 14:20:48, Voltage = 0.0225106, Wetness = 0, state = Dry, Temperature = 40.52832, Evaporation = 0.8984207, Frequency = 0
04/07/2024 14:20:49, Voltage = 0.0225106, Wetness = 0, state = Dry, Temperature = 40.69531, Evaporation = 0.9206271, Frequency = 0
04/07/2024 14:20:50, Voltage = 0.02252671, Wetness = 0, state = Dry, Temperature = 40.27484, Evaporation = 0.9247562, Frequency = 0
04/07/2024 14:20:51, Voltage = 0.02252671, Wetness = 0, state = Dry, Temperature = 40.18024, Evaporation = 0.9311009, Frequency = 0
04/07/2024 14:20:52, Voltage = 0.02206747, Wetness = 0, state = Dry, Temperature = 40.13562, Evaporation = 0.9236485, Frequency = 0
04/07/2024 14:20:54, Voltage = 0.0218016, Wetness = 0, state = Dry, Temperature = 40.5589, Evaporation = 0.918613, Frequency = 0
04/07/2024 14:20:55, Voltage = 0.02255088, Wetness = 0, state = Dry, Temperature = 40.42242, Evaporation = 0.9293386, Frequency = 0
04/07/2024 14:20:56, Voltage = 0.02189023, Wetness = 0, state = Dry, Temperature = 40.36957, Evaporation = 0.9206271, Frequency = 0
04/07/2024 14:20:57, Voltage = 0.02325988, Wetness = 0, state = Dry, Temperature = 40.73157, Evaporation = 0.915793, Frequency = 0
04/07/2024 14:20:58, Voltage = 0.02247031, Wetness = 0, state = Dry, Temperature = 40.28046, Evaporation = 0.9214328, Frequency = 0
04/07/2024 14:20:59, Voltage = 0.02226889, Wetness = 0, state = Dry, Temperature = 40.36957, Evaporation = 0.9266193, Frequency = 0
04/07/2024 14:21:00, Voltage = 0.02252671, Wetness = 0, state = Dry, Temperature = 39.99084, Evaporation = 0.9160448, Frequency = 0
04/07/2024 14:21:01, Voltage = 0.02284092, Wetness = 0, state = Dry, Temperature = 40.0271, Evaporation = 0.9214328, Frequency = 0
04/07/2024 14:21:02, Voltage = 0.0223414, Wetness = 0, state = Dry, Temperature = 40.22754, Evaporation = 0.9199222, Frequency = 0
04/07/2024 14:21:03, Voltage = 0.02281675, Wetness = 0, state = Dry, Temperature = 40.18304, Evaporation = 0.9168505, Frequency = 0
04/07/2024 14:21:04, Voltage = 0.02166464, Wetness = 0, state = Dry, Temperature = 40.31946, Evaporation = 0.8224353, Frequency = 0
04/07/2024 14:21:05, Voltage = 0.02325988, Wetness = 0, state = Dry, Temperature = 40.33618, Evaporation = 0.9184115, Frequency = 0
04/07/2024 14:21:06, Voltage = 0.02217221, Wetness = 0, state = Dry, Temperature = 40.54504, Evaporation = 0.9219363, Frequency = 0
04/07/2024 14:21:08, Voltage = 0.0223414, Wetness = 0, state = Dry, Temperature = 40.49762, Evaporation = 0.9165483, Frequency = 0
04/07/2024 14:21:09, Voltage = 0.02213998, Wetness = 0, state = Dry, Temperature = 40.00757, Evaporation = 0.9174044, Frequency = 0
04/07/2024 14:21:10, Voltage = 0.0232357, Wetness = 0, state = Dry, Temperature = 40.38354, Evaporation = 0.923447, Frequency = 0
04/07/2024 14:21:11, Voltage = 0.02328405, Wetness = 0, state = Dry, Temperature = 40.15796, Evaporation = 0.9183108, Frequency = 0
04/07/2024 14:21:12, Voltage = 0.02292149, Wetness = 0, state = Dry, Temperature = 40.41132, Evaporation = 0.9183108, Frequency = 0
04/07/2024 14:21:13, Voltage = 0.02250254, Wetness = 0, state = Dry, Temperature = 40.42523, Evaporation = 0.9168505, Frequency = 0
04/07/2024 14:21:14, Voltage = 0.02317125, Wetness = 0, state = Dry, Temperature = 39.93793, Evaporation = 0.9224902, Frequency = 0
04/07/2024 14:21:15, Voltage = 0.02314708, Wetness = 0, state = Dry, Temperature = 40.40027, Evaporation = 0.9301442, Frequency = 0
04/07/2024 14:21:16, Voltage = 0.02152767, Wetness = 0, state = Dry, Temperature = 40.0271, Evaporation = 0.9233967, Frequency = 0
04/07/2024 14:21:17, Voltage = 0.02354992, Wetness = 0, state = Dry, Temperature = 40.35004, Evaporation = 0.9027512, Frequency = 0
04/07/2024 14:21:18, Voltage = 0.02237363, Wetness = 0, state = Dry, Temperature = 39.75977, Evaporation = 0.9172534, Frequency = 0
04/07/2024 14:21:19, Voltage = 0.02231723, Wetness = 0, state = Dry, Temperature = 40.20526, Evaporation = 0.9188647, Frequency = 0
04/07/2024 14:21:20, Voltage = 0.02276841, Wetness = 0, state = Dry, Temperature = 40.32782, Evaporation = 0.9172534, Frequency = 0
04/07/2024 14:21:22, Voltage = 0.02318737, Wetness = 0, state = Dry, Temperature = 40.40582, Evaporation = 0.9514946, Frequency = 0
04/07/2024 14:21:23, Voltage = 0.02264756, Wetness = 0, state = Dry, Temperature = 40.40582, Evaporation = 0.9183108, Frequency = 0
04/07/2024 14:21:24, Voltage = 0.02242197, Wetness = 0, state = Dry, Temperature = 40.19141, Evaporation = 0.9173541, Frequency = 0
04/07/2024 14:21:25, Voltage = 0.02267173, Wetness = 0, state = Dry, Temperature = 40.13843, Evaporation = 0.9212817, Frequency = 0
04/07/2024 14:21:26, Voltage = 0.02218833, Wetness = 0, state = Dry, Temperature = 40.10504, Evaporation = 0.9231449, Frequency = 0
04/07/2024 14:21:27, Voltage = 0.0220997, Wetness = 0, state = Dry, Temperature = 40.24152, Evaporation = 0.9187137, Frequency = 0
04/07/2024 14:21:28, Voltage = 0.02312291, Wetness = 0, state = Dry, Temperature = 40.15515, Evaporation = 0.9157427, Frequency = 0
04/07/2024 14:21:29, Voltage = 0.02249448, Wetness = 0, state = Dry, Temperature = 40.36676, Evaporation = 0.9217853, Frequency = 0
04/07/2024 14:21:30, Voltage = 0.02182577, Wetness = 0, state = Dry, Temperature = 40.36957, Evaporation = 0.9177569, Frequency = 0
04/07/2024 14:21:31, Voltage = 0.02278453, Wetness = 0, state = Dry, Temperature = 39.64832, Evaporation = 0.913376, Frequency = 0
04/07/2024 14:21:32, Voltage = 0.02247837, Wetness = 0, state = Dry, Temperature = 40.58398, Evaporation = 0.9235476, Frequency = 0
04/07/2024 14:21:33, Voltage = 0.02236557, Wetness = 0, state = Dry, Temperature = 40.0744, Evaporation = 0.9164477, Frequency = 0
04/07/2024 14:21:34, Voltage = 0.02220444, Wetness = 0, state = Dry, Temperature = 40.29999, Evaporation = 0.9188144, Frequency = 0
04/07/2024 14:21:35, Voltage = 0.02267979, Wetness = 0, state = Dry, Temperature = 39.91571, Evaporation = 0.9220875, Frequency = 0
04/07/2024 14:21:37, Voltage = 0.02321154, Wetness = 0, state = Dry, Temperature = 39.90454, Evaporation = 0.9188144, Frequency = 0
04/07/2024 14:21:38, Voltage = 0.02294566, Wetness = 0, state = Dry, Temperature = 40.5589, Evaporation = 0.9181598, Frequency = 0
04/07/2024 14:21:39, Voltage = 0.0220433, Wetness = 0, state = Dry, Temperature = 40.26929, Evaporation = 0.9212817, Frequency = 0
04/07/2024 14:21:40, Voltage = 0.02263145, Wetness = 0, state = Dry, Temperature = 39.99084, Evaporation = 0.9239506, Frequency = 0
04/07/2024 14:21:41, Voltage = 0.02284092, Wetness = 0, state = Dry, Temperature = 40.09949, Evaporation = 0.9241016, Frequency = 0
04/07/2024 14:21:42, Voltage = 0.02243809, Wetness = 0, state = Dry, Temperature = 40.00476, Evaporation = 0.9464088, Frequency = 0
04/07/2024 14:21:43, Voltage = 0.02288121, Wetness = 0, state = Dry, Temperature = 40.43079, Evaporation = 0.9192172, Frequency = 0
04/07/2024 14:21:44, Voltage = 0.02324376, Wetness = 0, state = Dry, Temperature = 39.93518, Evaporation = 0.9231449, Frequency = 0
04/07/2024 14:21:45, Voltage = 0.02213193, Wetness = 0, state = Dry, Temperature = 40.07996, Evaporation = 0.9179079, Frequency = 0
04/07/2024 14:21:46, Voltage = 0.02229306, Wetness = 0, state = Dry, Temperature = 39.84332, Evaporation = 0.9195193, Frequency = 0
04/07/2024 14:21:47, Voltage = 0.02193856, Wetness = 0, state = Dry, Temperature = 40.01038, Evaporation = 0.9214328, Frequency = 0
04/07/2024 14:21:48, Voltage = 0.02280064, Wetness = 0, state = Dry, Temperature = 40.07159, Evaporation = 0.9200229, Frequency = 0
04/07/2024 14:21:49, Voltage = 0.02285704, Wetness = 0, state = Dry, Temperature = 40.42242, Evaporation = 0.9218357, Frequency = 0
04/07/2024 14:21:51, Voltage = 0.02272813, Wetness = 0, state = Dry, Temperature = 40.22198, Evaporation = 0.9237995, Frequency = 0
04/07/2024 14:21:52, Voltage = 0.02240586, Wetness = 0, state = Dry, Temperature = 40.43921, Evaporation = 0.9244541, Frequency = 0
04/07/2024 14:21:53, Voltage = 0.0215599, Wetness = 0, state = Dry, Temperature = 39.935, Evaporation = 0.9486244, Frequency = 0
04/07/2024 14:21:54, Voltage = 0.02166464, Wetness = 0, state = Dry, Temperature = 40.32227, Evaporation = 0.5976517, Frequency = 0
04/07/2024 14:21:55, Voltage = 0.02337267, Wetness = 0, state = Dry, Temperature = 40.00757, Evaporation = 0.9210299, Frequency = 0
04/07/2024 14:21:56, Voltage = 0.02284898, Wetness = 0, state = Dry, Temperature = 40.13281, Evaporation = 0.91962, Frequency = 0
04/07/2024 14:21:57, Voltage = 0.02233335, Wetness = 0, state = Dry, Temperature = 39.98254, Evaporation = 0.9185626, Frequency = 0
04/07/2024 14:21:58, Voltage = 0.02160824, Wetness = 0, state = Dry, Temperature = 40.04102, Evaporation = 0.9216846, Frequency = 0
04/07/2024 14:21:59, Voltage = 0.02250254, Wetness = 0, state = Dry, Temperature = 40.06604, Evaporation = 0.9242023, Frequency = 0
04/07/2024 14:22:00, Voltage = 0.02325182, Wetness = 0, state = Dry, Temperature = 39.91852, Evaporation = 0.940064, Frequency = 0
04/07/2024 14:22:01, Voltage = 0.02207553, Wetness = 0, state = Dry, Temperature = 39.76251, Evaporation = 0.9200229, Frequency = 0
04/07/2024 14:22:02, Voltage = 0.0225106, Wetness = 0, state = Dry, Temperature = 40.22467, Evaporation = 0.9346761, Frequency = 0
04/07/2024 14:22:03, Voltage = 0.02241392, Wetness = 0, state = Dry, Temperature = 40.29999, Evaporation = 0.9197711, Frequency = 0
04/07/2024 14:22:04, Voltage = 0.02255894, Wetness = 0, state = Dry, Temperature = 39.69568, Evaporation = 0.9217853, Frequency = 0
04/07/2024 14:22:06, Voltage = 0.02138265, Wetness = 0, state = Dry, Temperature = 40.0744, Evaporation = 0.9185626, Frequency = 0
04/07/2024 14:22:07, Voltage = 0.02238975, Wetness = 0, state = Dry, Temperature = 40.49207, Evaporation = 0.9200732, Frequency = 0
04/07/2024 14:22:08, Voltage = 0.02317125, Wetness = 0, state = Dry, Temperature = 39.75977, Evaporation = 0.922037, Frequency = 0
04/07/2024 14:22:09, Voltage = 0.0228087, Wetness = 0, state = Dry, Temperature = 39.80426, Evaporation = 0.920325, Frequency = 0
04/07/2024 14:22:10, Voltage = 0.02265562, Wetness = 0, state = Dry, Temperature = 40.03821, Evaporation = 0.9230441, Frequency = 0
04/07/2024 14:22:11, Voltage = 0.02260728, Wetness = 0, state = Dry, Temperature = 40.08832, Evaporation = 0.9178073, Frequency = 0
04/07/2024 14:22:12, Voltage = 0.02325182, Wetness = 0, state = Dry, Temperature = 39.82935, Evaporation = 0.7068711, Frequency = 0
04/07/2024 14:22:13, Voltage = 0.02201913, Wetness = 0, state = Dry, Temperature = 39.61493, Evaporation = 0.9129732, Frequency = 0
04/07/2024 14:22:14, Voltage = 0.02214804, Wetness = 0, state = Dry, Temperature = 39.79315, Evaporation = 0.9236988, Frequency = 0
04/07/2024 14:22:15, Voltage = 0.02234946, Wetness = 0, state = Dry, Temperature = 39.99921, Evaporation = 0.9232456, Frequency = 0
04/07/2024 14:22:16, Voltage = 0.02139071, Wetness = 0, state = Dry, Temperature = 39.72913, Evaporation = 0.901442, Frequency = 0
04/07/2024 14:22:17, Voltage = 0.02259116, Wetness = 0, state = Dry, Temperature = 39.5481, Evaporation = 0.9251591, Frequency = 0
04/07/2024 14:22:18, Voltage = 0.02193856, Wetness = 0, state = Dry, Temperature = 40.12457, Evaporation = 0.9219363, Frequency = 0
04/07/2024 14:22:20, Voltage = 0.02178549, Wetness = 0, state = Dry, Temperature = 39.99359, Evaporation = 0.9193683, Frequency = 0
04/07/2024 14:22:21, Voltage = 0.02182577, Wetness = 0, state = Dry, Temperature = 40.17188, Evaporation = 0.9189654, Frequency = 0
04/07/2024 14:22:22, Voltage = 0.02318737, Wetness = 0, state = Dry, Temperature = 40.20801, Evaporation = 0.9187137, Frequency = 0
04/07/2024 14:22:23, Voltage = 0.02195468, Wetness = 0, state = Dry, Temperature = 39.57581, Evaporation = 0.9170016, Frequency = 0
04/07/2024 14:22:24, Voltage = 0.02363049, Wetness = 0, state = Dry, Temperature = 40.06604, Evaporation = 0.4674342, Frequency = 0
04/07/2024 14:22:25, Voltage = 0.02193856, Wetness = 0, state = Dry, Temperature = 39.67896, Evaporation = 0.9209796, Frequency = 0
04/07/2024 14:22:26, Voltage = 0.02252671, Wetness = 0, state = Dry, Temperature = 39.85162, Evaporation = 0.9177569, Frequency = 0
04/07/2024 14:22:27, Voltage = 0.02263951, Wetness = 0, state = Dry, Temperature = 39.79315, Evaporation = 0.9188144, Frequency = 0
04/07/2024 14:22:28, Voltage = 0.02211581, Wetness = 0, state = Dry, Temperature = 39.90436, Evaporation = 0.9173541, Frequency = 0
04/07/2024 14:22:29, Voltage = 0.02267979, Wetness = 0, state = Dry, Temperature = 39.82935, Evaporation = 0.9214328, Frequency = 0
04/07/2024 14:22:30, Voltage = 0.02277647, Wetness = 0, state = Dry, Temperature = 39.3476, Evaporation = 0.9215335, Frequency = 0
04/07/2024 14:22:31, Voltage = 0.02336461, Wetness = 0, state = Dry, Temperature = 39.55365, Evaporation = 0.948423, Frequency = 0
04/07/2024 14:22:32, Voltage = 0.02257505, Wetness = 0, state = Dry, Temperature = 39.5871, Evaporation = 0.9198215, Frequency = 0
04/07/2024 14:22:33, Voltage = 0.02266367, Wetness = 0, state = Dry, Temperature = 39.76532, Evaporation = 0.9188144, Frequency = 0
04/07/2024 14:22:35, Voltage = 0.02272813, Wetness = 0, state = Dry, Temperature = 39.67065, Evaporation = 0.9208789, Frequency = 0
04/07/2024 14:22:36, Voltage = 0.02257505, Wetness = 0, state = Dry, Temperature = 39.53699, Evaporation = 0.8216296, Frequency = 0
04/07/2024 14:22:37, Voltage = 0.02259922, Wetness = 0, state = Dry, Temperature = 39.66229, Evaporation = 0.9171022, Frequency = 0
04/07/2024 14:22:38, Voltage = 0.0227523, Wetness = 0, state = Dry, Temperature = 39.80426, Evaporation = 0.9275762, Frequency = 0
04/07/2024 14:22:39, Voltage = 0.02254282, Wetness = 0, state = Dry, Temperature = 40.01038, Evaporation = 0.9220875, Frequency = 0
04/07/2024 14:22:40, Voltage = 0.02254282, Wetness = 0, state = Dry, Temperature = 39.51746, Evaporation = 0.9195193, Frequency = 0
04/07/2024 14:22:41, Voltage = 0.02252671, Wetness = 0, state = Dry, Temperature = 39.25293, Evaporation = 0.9262165, Frequency = 0
04/07/2024 14:22:42, Voltage = 0.02284092, Wetness = 0, state = Dry, Temperature = 39.74579, Evaporation = 0.922037, Frequency = 0
04/07/2024 14:22:43, Voltage = 0.02216416, Wetness = 0, state = Dry, Temperature = 39.76813, Evaporation = 0.9211307, Frequency = 0
04/07/2024 14:22:44, Voltage = 0.02162435, Wetness = 0, state = Dry, Temperature = 40.0271, Evaporation = 0.949984, Frequency = 0
04/07/2024 14:22:45, Voltage = 0.02247837, Wetness = 0, state = Dry, Temperature = 39.46735, Evaporation = 0.908542, Frequency = 0
04/07/2024 14:22:46, Voltage = 0.02302623, Wetness = 0, state = Dry, Temperature = 39.8739, Evaporation = 0.9517464, Frequency = 0
